"id","date","Temperature","Humidity","Light","CO2","HumidityRatio","Occupancy" 	
"156","2015-02-02 14:35:00",23.7,26.9725,455,880,0.004892190768364,1
"157","2015-02-02 14:36:00",23.6,26.89,454,891,0.00484759441396992,1
"158","2015-02-02 14:37:00",23.64,26.976,458,897.6,0.0048750447811301,1
"159","2015-02-02 14:38:00",23.65,27.05,464,900.5,0.00489149158929623,1
"160","2015-02-02 14:38:59",23.64,27.1,473,908.8,0.00489763024345823,1
"161","2015-02-02 14:39:59",23.6,27.16,464,918,0.00489665184522539,1
"162","2015-02-02 14:41:00",23.6,27.236,498.4,925.2,0.00491046198855591,1
"163","2015-02-02 14:42:00",23.6,27.29,530.2,929.4,0.0049202748285747,1
"164","2015-02-02 14:43:00",23.6,27.33,533.6,936.4,0.00492754379701558,1
"165","2015-02-02 14:44:00",23.6,27.34,524.25,950,0.0049293610654639,1
"166","2015-02-02 14:44:59",23.625,27.3925,498.666666666667,961,0.00494640574744149,1
"167","2015-02-02 14:45:59",23.6,27.39,516.333333333333,963,0.00493844756573873,1
"168","2015-02-02 14:47:00",23.6,27.412,501.2,958.6,0.00494244570930318,1
"169","2015-02-02 14:48:00",23.6,27.5,522,965.333333333333,0.00495843879351724,1
